    1    1    1        0.4473130675        0.0000000000
    1    1    2       -0.0187867266       -0.0456171202
    1    1    3       -0.0720826122        0.1578550584
    1    1    4       -0.2833638383        0.0000000000
    1    1    5        0.0563680755        0.1071263100
    1    1    6        0.0130277563        0.0030119788
    1    1    7       -0.2060819533       -0.0000000000
    1    1    8       -0.0062178363       -0.0150978822
    1    1    9       -0.0275918176        0.0595645268
    1    1   10       -0.1066050014        0.0000000000
    1    1   11        0.0223147315        0.0413097932
    1    1   12        0.0056386656        0.0013036429
    1    1   13       -0.0832699481       -0.0000000000
    1    1   14       -0.0022118806       -0.0053707933
    1    1   15       -0.0119276620        0.0254872100
    1    1   16       -0.0455169553        0.0000000000
    1    1   17        0.0098714237        0.0179504457
    1    1   18        0.0026362438        0.0006094918
    1    1   19       -0.0764717869       -0.0000000000
    1    1   20        0.0034184622        0.0083005626
    1    1   21        0.0147597689       -0.0319345109
    1    1   22        0.0571813528       -0.0000000000
    1    1   23       -0.0118754733       -0.0220726787
    1    1   24       -0.0029620728       -0.0006848225
    1    2    1       -0.0187867266        0.0456171202
    1    2    2        0.3026067006        0.0000000000
    1    2    3       -0.0130277563        0.0030119788
    1    2    4       -0.0121145956        0.0591603614
    1    2    5       -0.2441297866       -0.0000000000
    1    2    6        0.0465328537        0.1301619051
    1    2    7       -0.0062178363        0.0150978822
    1    2    8       -0.2539753685       -0.0000000000
    1    2    9       -0.0056386656        0.0013036429
    1    2   10       -0.0031609671        0.0205492003
    1    2   11       -0.0896237429       -0.0000000000
    1    2   12        0.0165333866        0.0475783929
    1    2   13       -0.0022118806        0.0053707933
    1    2   14       -0.1003071477       -0.0000000000
    1    2   15       -0.0026362438        0.0006094918
    1    2   16       -0.0009164693        0.0082442513
    1    2   17       -0.0375777121       -0.0000000000
    1    2   18        0.0067575167        0.0198833360
    1    2   19        0.0034184622       -0.0083005626
    1    2   20       -0.0501407898       -0.0000000000
    1    2   21        0.0029620728       -0.0006848225
    1    2   22        0.0018137230       -0.0111668381
    1    2   23        0.0482608514        0.0000000000
    1    2   24       -0.0089506147       -0.0256380209
    1    3    1       -0.0720826122       -0.1578550584
    1    3    2       -0.0130277563       -0.0030119788
    1    3    3        0.3172663903        0.0000000000
    1    3    4        0.1081063246        0.1660871073
    1    3    5        0.0500909253       -0.0030225679
    1    3    6        0.0253494362       -0.0044438727
    1    3    7       -0.0279563659       -0.0603498177
    1    3    8       -0.0057144443       -0.0013211627
    1    3    9       -0.2668757940        0.0000000000
    1    3   10        0.0467949617        0.0700725643
    1    3   11        0.0225150448       -0.0012695537
    1    3   12        0.0112395918       -0.0019703521
    1    3   13       -0.0115056429       -0.0245651269
    1    3   14       -0.0025583741       -0.0005914886
    1    3   15       -0.1194199474       -0.0000000000
    1    3   16        0.0223578642        0.0328524041
    1    3   17        0.0110728196       -0.0006174737
    1    3   18        0.0055156345       -0.0009669161
    1    3   19        0.0131830908        0.0285467331
    1    3   20        0.0026277888        0.0006075370
    1    3   21       -0.0595486406        0.0000000000
    1    3   22       -0.0228178407       -0.0339927959
    1    3   23       -0.0109886946        0.0005556872
    1    3   24       -0.0053746207        0.0009421957
    1    4    1       -0.2833638383       -0.0000000000
    1    4    2       -0.0121145956       -0.0591603614
    1    4    3        0.1081063246       -0.1660871073
    1    4    4        0.5903808739        0.0000000000
    1    4    5        0.0210912124        0.1077792404
    1    4    6       -0.0017259885        0.0142043986
    1    4    7       -0.1080098333       -0.0000000000
    1    4    8       -0.0031998326       -0.0208165855
    1    4    9        0.0467949617       -0.0700725643
    1    4   10       -0.1525848341        0.0000000000
    1    4   11        0.0073459843        0.0429179972
    1    4   12       -0.0004598630        0.0063686467
    1    4   13       -0.0438625147       -0.0000000000
    1    4   14       -0.0008491581       -0.0079030215
    1    4   15        0.0223578642       -0.0328524041
    1    4   16       -0.0661651275        0.0000000000
    1    4   17        0.0028509809        0.0192305933
    1    4   18       -0.0002017174        0.0031308405
    1    4   19        0.0511240984        0.0000000000
    1    4   20        0.0016604384        0.0100314210
    1    4   21       -0.0228178407        0.0339927959
    1    4   22       -0.1148933927        0.0000000000
    1    4   23       -0.0035186896       -0.0205372272
    1    4   24       -0.0000024046       -0.0030967969
    1    5    1        0.0563680755       -0.1071263100
    1    5    2       -0.2441297866        0.0000000000
    1    5    3        0.0500909253        0.0030225679
    1    5    4        0.0210912124       -0.1077792404
    1    5    5        0.7759538435        0.0000000000
    1    5    6        0.0132540392        0.0632775688
    1    5    7        0.0226110067       -0.0418561825
    1    5    8       -0.0908003617        0.0000000000
    1    5    9        0.0225150448        0.0012695537
    1    5   10        0.0073459843       -0.0429179972
    1    5   11       -0.0780283637        0.0000000000
    1    5   12        0.0035408083        0.0231897766
    1    5   13        0.0095396000       -0.0173225132
    1    5   14       -0.0361577817        0.0000000000
    1    5   15        0.0110728196        0.0006174737
    1    5   16        0.0028509809       -0.0192305933
    1    5   17       -0.0324814526        0.0000000000
    1    5   18        0.0010376899        0.0097436591
    1    5   19       -0.0105866723        0.0197064856
    1    5   20        0.0432103180       -0.0000000000
    1    5   21       -0.0109886946       -0.0005556872
    1    5   22       -0.0035186896        0.0205372272
    1    5   23       -0.1505681621        0.0000000000
    1    5   24       -0.0012623307       -0.0106289726
    1    6    1        0.0130277563       -0.0030119788
    1    6    2        0.0465328537       -0.1301619051
    1    6    3        0.0253494362        0.0044438727
    1    6    4       -0.0017259885       -0.0142043986
    1    6    5        0.0132540392       -0.0632775688
    1    6    6        0.9034137428        0.0000000000
    1    6    7        0.0057144443       -0.0013211627
    1    6    8        0.0167493193       -0.0482026007
    1    6    9        0.0112395918        0.0019703521
    1    6   10       -0.0004598630       -0.0063686467
    1    6   11        0.0035408083       -0.0231897766
    1    6   12       -0.0301582150        0.0000000000
    1    6   13        0.0025583741       -0.0005914886
    1    6   14        0.0064882139       -0.0191267808
    1    6   15        0.0055156345        0.0009669161
    1    6   16       -0.0002017174       -0.0031308405
    1    6   17        0.0010376899       -0.0097436591
    1    6   18       -0.0119657609        0.0000000000
    1    6   19       -0.0026277888        0.0006075370
    1    6   20       -0.0080295272        0.0229608319
    1    6   21       -0.0053746207       -0.0009421957
    1    6   22       -0.0000024046        0.0030967969
